S12_001,S12_037,pref
上総松丘,0,12
上総清川,0,12
上総湊,1418,12
上総興津,376,12
下総松崎,1384,12
下総橘,0,12
下総神崎,1680,12
下総豊里,0,12
下郡,0,12
中学校,1039,12
久住,0,12
久我原,3,12
久留里,818,12
九重,0,12
二俣新町,9614,12
二和向台,17677,12
五井,39053,12
五香,30037,12
井野,388,12
京成中山,3779,12
京成佐倉,18793,12
京成八幡,36280,12
京成千葉,29174,12
京成大久保,35043,12
京成大和田,12584,12
京成幕張,8373,12
京成幕張本郷,16608,12
京成成田,37742,12
京成津田沼,60416,12
京成稲毛,7064,12
京成臼井,20392,12
京成船橋,94318,12
京成西船,11037,12
京成酒々井,6858,12
仲ノ町,28,12
佐倉,0,12
佐原,6390,12
佐貫町,448,12
保田,500,12
俵田,0,12
元山,18364,12
八千代中央,23944,12
八千代台,46867,12
八千代緑が丘,40433,12
八幡宿,23704,12
八柱,45631,12
八積,1474,12
公園,202,12
公津の杜,13490,12
六実,15387,12
初富,5657,12
初石,18653,12
前原,9362,12
勝浦,2142,12
勝田台,54008,12
北初富,5345,12
北国分,8415,12
北小金,49176,12
北松戸,43432,12
北柏,38546,12
北習志野,87086,12
十二橋,0,12
千倉,704,12
千歳,0,12
千葉,0,12
千葉みなと,34382,12
千葉ニュータウン中央,24117,12
千葉中央,18322,12
千葉寺,4872,12
南三原,962,12
南柏,65778,12
南流山,69908,12
南船橋,45616,12
印旛日本医大,4612,12
印西牧の原,14410,12
君ヶ浜,11,12
君津,16502,12
和田浦,0,12
国吉,132,12
国府台,13131,12
土気,26670,12
地区センター,258,12
城見ヶ丘,30,12
塚田,16182,12
増尾,13350,12
外川,132,12
大佐倉,401,12
大原,3407,12
大多喜,253,12
大戸,0,12
大森台,2855,12
大町,1691,12
大神宮下,4910,12
大網,20638,12
大貫,2092,12
天王台,39004,12
太東,976,12
太海,126,12
女子大,293,12
学園前,5204,12
安房勝山,574,12
安房天津,264,12
安房小湊,384,12
安房鴨川,2670,12
安食,5064,12
宗吾参道,2721,12
実籾,24631,12
富浦,406,12
小室,3984,12
小林,3932,12
小櫃,0,12
小見川,2450,12
小谷松,3,12
小金城趾,1654,12
岩井,526,12
巌根,3510,12
川間,17328,12
市川塩浜,16272,12
市川大野,23962,12
市川真間,7443,12
布佐,6658,12
常盤平,18874,12
平和台,2591,12
平山,0,12
幸谷,4565,12
御宿,1128,12
志津,16036,12
愛宕,9900,12
成東,0,12
成田,32394,12
成田湯川,1476,12
我孫子,63168,12
新八柱,49906,12
新千葉,1995,12
新木,5816,12
新松戸,78650,12
新柏,20433,12
新津田沼,69491,12
新浦安,114516,12
新田野,17,12
新習志野,27122,12
新船橋,13870,12
新茂原,2466,12
新鎌ヶ谷,98398,12
木下,4148,12
木更津,27692,12
本千葉,23210,12
本納,3280,12
本銚子,76,12
村上,5952,12
東中山,6959,12
東成田,0,12
東我孫子,0,12
東松戸,60552,12
東横田,0,12
東浪見,0,12
東海神,8396,12
東清川,0,12
東総元,3,12
東葉勝田台,31927,12
東金,8476,12
松岸,0,12
松戸,305739,12
松戸新田,6668,12
松飛台,5218,12
柏,400695,12
梅郷,17375,12
椎柴,0,12
検見川,4043,12
検見川浜,31368,12
横田,358,12
水郷,0,12
永田,2054,12
求名,4026,12
江戸川台,24345,12
江見,160,12
流山,2712,12
流山おおたかの森,58635,12
浜野,15230,12
浜金谷,550,12
浪花,0,12
海浜幕張,136756,12
海神,5640,12
海鹿島,71,12
清水公園,5101,12
湖北,8232,12
滑河,1706,12
滝不動,7593,12
犬吠,113,12
白井,9947,12
矢切,8056,12
福俵,0,12
秋山,7713,12
稲毛海岸,43444,12
竹岡,0,12
笠上黒生,79,12
笹川,640,12
総元,5,12
習志野,13360,12
舞浜,166314,12
船橋,116001,12
船橋日大前,20218,12
船橋法典,38318,12
船橋競馬場,20872,12
芝山千代田,1542,12
茂原,22544,12
菅野,4154,12
薬園台,15229,12
蘇我,68488,12
行川アイランド,0,12
西大原,13,12
西海鹿島,28,12
西畑,5,12
西登戸,2695,12
西白井,12833,12
西船橋,295943,12
観音,68,12
誉田,14056,12
谷津,11115,12
豊四季,15566,12
逆井,14481,12
運河,22053,12
那古船形,0,12
酒々井,7346,12
野田市,10099,12
銚子,6697,12
鎌ヶ谷,23000,12
鎌ヶ谷大仏,14721,12
鎌取,41514,12
長浦,12242,12
長者町,682,12
青堀,3040,12
飯山満,19514,12
館山,3312,12
香取,0,12
馬来田,402,12
馬橋,54569,12
馬込沢,26787,12
高柳,14494,12
高根公団,15643,12
高根木戸,8509,12
鬼越,5696,12
鰭ヶ崎,1155,12
鵜原,0,12
お台場海浜公園,17165,13
お花茶屋,33781,13
すずかけ台,11687,13
つくし野,11799,13
つつじヶ丘,45778,13
とうきょうスカイツリー,0,13
ひばりヶ丘,73607,13
めじろ台,17312,13
テレコムセンター,13475,13
一橋学園,21526,13
万願寺,4093,13
三ノ輪橋,3266,13
三河島,23016,13
三軒茶屋,178222,13
三鷹,197414,13
三鷹台,22741,13
上中里,16124,13
上井草,21490,13
上北台,6560,13
上北沢,16169,13
上町,10600,13
上石神井,44959,13
上野,376340,13
上野毛,22874,13
下丸子,36883,13
下井草,25181,13
下北沢,233044,13
下神明,8643,13
下落合,12479,13
下高井戸,65230,13
不動前,31317,13
世田谷,9129,13
世田谷代田,8828,13
中井,29834,13
中央大学・明星大学,17283,13
中延,24402,13
中村橋,40792,13
中河原,26088,13
中目黒,196807,13
中神,22816,13
中野,301772,13
久が原,16637,13
久我山,40722,13
久米川,32882,13
九品仏,13404,13
亀戸,27064,13
亀戸水神,4245,13
亀有,85708,13
二俣尾,0,13
二子玉川,165421,13
五反田,398065,13
五反野,36779,13
井の頭公園,6921,13
井荻,20299,13
京急蒲田,64280,13
京成上野,50818,13
京成小岩,18673,13
京成曳舟,19341,13
京成立石,39477,13
京成金町,25681,13
京成関屋,25583,13
京成高砂,106281,13
京王よみうりランド,14233,13
京王八王子,59486,13
京王堀之内,32879,13
京王多摩センター,90216,13
京王多摩川,17701,13
京王永山,46781,13
京王片倉,5069,13
仙川,82535,13
代々木,0,13
代々木上原,276210,13
代々木八幡,20386,13
代官山,31899,13
代田橋,20300,13
保谷,63043,13
八丁堀,71528,13
八坂,6095,13
八幡山,43959,13
八広,12440,13
八王子,170006,13
八王子みなみ野,37442,13
六郷土手,16470,13
分倍河原,178306,13
北八王子,19322,13
北千住,900919,13
北千束,7225,13
北品川,9697,13
北府中,30552,13
北野,23099,13
千住大橋,15882,13
千歳烏山,83666,13
千歳船橋,60091,13
千鳥町,16483,13
南千住,34440,13
南多摩,13568,13
南大沢,64285,13
南平,10799,13
南新宿,4023,13
原宿,150682,13
参宮橋,15423,13
古里,0,13
台場,24687,13
吉祥寺,435557,13
向原,1460,13
和泉多摩川,15831,13
品川,766884,13
品川シーサイド,47000,13
唐木田,17544,13
喜多見,34418,13
四ツ木,16553,13
四ツ谷,197262,13
国分寺,346857,13
国立,108098,13
国際展示場,67500,13
国領,39159,13
堀切,4469,13
堀切菖蒲園,22639,13
多摩センター,18550,13
多摩動物公園,7781,13
多摩境,20587,13
多摩川,22368,13
多磨,13971,13
多磨霊園,13084,13
大井町,233299,13
大塚,117852,13
大塚・帝京大学,3860,13
大塚駅前,7990,13
大岡山,51937,13
大崎,346272,13
大崎広小路,8537,13
大師前,14112,13
大森海岸,16185,13
大森町,22276,13
大泉学園,88104,13
大鳥居,30345,13
天王洲アイル,41300,13
奥多摩,1868,13
奥沢,14312,13
学習院下,1716,13
学芸大学,78251,13
宮の坂,4812,13
宮ノ前,3101,13
宮ノ平,0,13
富士見ヶ丘,13936,13
富士見台,27884,13
小作,32594,13
小台,3186,13
小宮,6100,13
小川,30215,13
小平,39464,13
小村井,11556,13
小田急多摩センター,51318,13
小田急永山,31338,13
小竹向原,187580,13
小菅,6003,13
尾山台,30921,13
山下,9360,13
山田,5242,13
川井,0,13
巣鴨,154398,13
巣鴨新田,1180,13
市場前,7902,13
布田,16792,13
平和島,48608,13
平山城址公園,8562,13
庚申塚,2450,13
府中,90316,13
府中本町,34978,13
府中競馬正門前,3229,13
御嶽,0,13
御嶽山,27422,13
御徒町,141074,13
御茶ノ水,211780,13
恋ヶ窪,12718,13
恵比寿,295398,13
成城学園前,89856,13
成瀬,38366,13
戸越公園,13718,13
戸越銀座,20860,13
押上（スカイツリー前）,223535,13
拝島,97630,13
新三河島,6032,13
新井薬師前,22880,13
新代田,9814,13
新大久保,102876,13
新宿,3042604,13
新小平,22978,13
新小金井,3966,13
新庚申塚,2649,13
新木場,226122,13
新柴又,4688,13
新桜台,9532,13
新橋,68180,13
新秋津,77820,13
新豊洲,6642,13
新馬場,16667,13
旗の台,40633,13
日の出,2425,13
日向和田,0,13
日暮里,335312,13
日野,54514,13
早稲田,3179,13
明大前,110244,13
昭島,52516,13
是政,7830,13
曳舟,28623,13
有明,5781,13
有明テニスの森,4164,13
東あずま,8099,13
東中神,14378,13
東久留米,55076,13
東京,0,13
東京テレポート,66200,13
東京ビッグサイト,20530,13
東京国際クルーズターミナル,3551,13
東伏見,25240,13
東北沢,7071,13
東十条,48540,13
東向島,19558,13
東大和市,25965,13
東小金井,63106,13
東尾久三丁目,1563,13
東府中,21787,13
東村山,49488,13
東松原,18670,13
東池袋四丁目,3743,13
東福生,0,13
東秋留,9438,13
東長崎,28018,13
東雲,14400,13
東青梅,13114,13
松が谷,1280,13
松原,3744,13
松陰神社前,11462,13
柴又,9742,13
柴崎,18114,13
柴崎体育館,2245,13
栄町,789,13
桜上水,38792,13
桜台,15087,13
桜新町,73447,13
桜街道,3593,13
梅ヶ丘,33805,13
梅屋敷,16438,13
梅島,35343,13
梶原,2628,13
椎名町,20723,13
武蔵五日市,8752,13
武蔵境,168901,13
武蔵増戸,5168,13
武蔵大和,7428,13
武蔵小山,53952,13
武蔵小金井,125156,13
武蔵引田,6204,13
武蔵新田,26788,13
武蔵砂川,12203,13
武蔵野台,26121,13
武蔵関,31943,13
永福町,33719,13
汐留,9562,13
江古田,34021,13
江戸川,6185,13
池ノ上,9877,13
池上,36929,13
池尻大橋,63346,13
池袋,1624247,13
沢井,0,13
河辺,27270,13
沼袋,20551,13
沼部,11058,13
泉体育館,3269,13
泉岳寺,0,13
洗足,15146,13
洗足池,19202,13
浅草,47754,13
浜田山,30676,13
清瀬,70760,13
渋谷,2272910,13
滝野川一丁目,1610,13
潮見,27130,13
熊川,0,13
熊野前,3923,13
片倉,10442,13
牛浜,9192,13
牛田,22880,13
狛江,48346,13
狭間,7967,13
玉川上水,55137,13
玉川学園前,47990,13
王子,129524,13
王子駅前,9239,13
用賀,67710,13
田園調布,36902,13
田無,75996,13
田端,94880,13
甲州街道,4540,13
町屋,20964,13
町屋二丁目,775,13
町屋駅前,8555,13
町田,518652,13
白丸,0,13
白糸台,6253,13
百草園,7697,13
目白,76380,13
目黒,516781,13
相原,21234,13
矢口渡,25908,13
矢川,16694,13
矢野口,20570,13
石川台,15525,13
石神井公園,82558,13
石神前,0,13
砂川七番,2437,13
祐天寺,31962,13
祖師ヶ谷大蔵,50982,13
神泉,11092,13
神田,212182,13
福生,32790,13
秋川,13380,13
秋津,81556,13
秋葉原,0,13
程久保,875,13
稲城,21596,13
稲城長沼,16180,13
穴守稲荷,18878,13
立会川,19554,13
立川,337024,13
立川北,22212,13
立川南,15975,13
立飛,6208,13
競艇場前,2908,13
竹ノ塚,73529,13
竹芝,4924,13
笹塚,82784,13
等々力,29718,13
糀谷,27990,13
経堂,80941,13
綾瀬,454734,13
緑が丘,10418,13
練馬,132938,13
練馬高野台,27206,13
羽村,27632,13
聖蹟桜ヶ丘,65131,13
自由が丘,158014,13
芝浦ふ頭,5232,13
芦花公園,15020,13
花小金井,59223,13
若林,9146,13
荏原中延,13881,13
荏原町,17964,13
荒川一中前,699,13
荒川七丁目,473,13
荒川二丁目,845,13
荒川区役所前,1689,13
荒川車庫前,3350,13
荒川遊園地前,2207,13
荻窪,181430,13
萩山,10305,13
葛西臨海公園,27458,13
蒲田,169257,13
蓮沼,8597,13
西ヶ原四丁目,2515,13
西八王子,64432,13
西国分寺,59856,13
西国立,20370,13
西太子堂,882,13
西小山,37686,13
西府,20718,13
西新井,67149,13
西日暮里,201880,13
西武園,3657,13
西武新宿,184573,13
西武柳沢,16727,13
西武立川,11977,13
西武遊園地,2695,13
西永福,18774,13
西立川,13656,13
西荻窪,91556,13
西調布,17698,13
調布,129968,13
谷保,20884,13
豊島園,14537,13
豊洲,28199,13
豊田,70664,13
豪徳寺,28149,13
赤羽,194498,13
赤羽岩淵,0,13
越中島,11470,13
軍畑,0,13
都立大学,49233,13
都立家政,19229,13
都電雑司ヶ谷,1067,13
野方,25522,13
金町,103414,13
鐘ヶ淵,12896,13
長原,16124,13
長沼,4100,13
雑色,31941,13
雪が谷大塚,25649,13
青梅,12994,13
青梅街道,8446,13
青海,8995,13
青物横丁,43633,13
青砥,51372,13
面影橋,822,13
飛田給,29978,13
飛鳥山,993,13
駒場東大前,39099,13
駒沢大学,80970,13
駒込,99082,13
高井戸,44392,13
高円寺,103526,13
高尾,85308,13
高尾山口,11352,13
高幡不動,73928,13
高松,3937,13
高田馬場,729115,13
鬼子母神前,2564,13
鮫洲,11234,13
鳩ノ巣,0,13
鵜の木,20162,13
鶯谷,52296,13
鶴川,69239,13
鷹の台,26592,13
鷺ノ宮,33063,13
あざみ野,217261,14
いずみ中央,16195,14
いずみ野,13962,14
かしわ台,18811,14
こどもの国,11750,14
さがみ野,37847,14
たまプラーザ,83922,14
つきみ野,10648,14
はるひ野,10068,14
みなとみらい,88175,14
ゆめが丘,2198,14
センター北,61011,14
センター南,59840,14
七里ヶ浜,7385,14
三ツ境,58418,14
三ツ沢上町,17264,14
三ツ沢下町,12614,14
三崎口,17424,14
三浦海岸,11458,14
上大井,0,14
上大岡,221224,14
上強羅,138,14
上星川,26052,14
上永谷,37684,14
上溝,12572,14
下曽我,0,14
下永谷,11481,14
下溝,0,14
下飯田,6591,14
並木中央,5194,14
並木北,3598,14
中央林間,202336,14
中山,115663,14
中川,19185,14
中強羅,144,14
中田,18592,14
中野島,29994,14
久地,28648,14
久里浜,12910,14
二俣川,82853,14
二子新地,21866,14
五月台,10234,14
五百羅漢,1472,14
井土ヶ谷,29347,14
井細田,3479,14
京急久里浜,43422,14
京急大津,5043,14
京急富岡,22410,14
京急川崎,131920,14
京急新子安,8596,14
京急田浦,12971,14
京急長沢,7396,14
京急鶴見,33460,14
京王稲田堤,56968,14
仲町台,33507,14
伊勢佐木長者町,16950,14
伊勢原,52773,14
倉見,0,14
元住吉,67992,14
元町・中華街,64569,14
入生田,1047,14
入谷,0,14
八丁畷,38892,14
八景島,4938,14
公園上,133,14
公園下,185,14
六会日大前,30392,14
六浦,16188,14
北久里浜,26105,14
北山田,28649,14
北新横浜,12793,14
北鎌倉,18030,14
十日市場,41608,14
南万騎が原,11561,14
南太田,17699,14
南林間,34386,14
南橋本,11188,14
南部市場,2796,14
厚木,68354,14
原当麻,10328,14
反町,13634,14
古淵,46036,14
吉野町,15707,14
向ヶ丘遊園,67518,14
向河原,25626,14
和田塚,1375,14
和田河原,3190,14
和田町,18231,14
善行,27070,14
国府津,0,14
国道,0,14
堀ノ内,12312,14
塔ノ沢,111,14
塚原,2327,14
大倉山,55734,14
大口,37634,14
大和,233247,14
大川,0,14
大平台,308,14
大船,0,14
大雄山,5132,14
天王町,27303,14
妙蓮寺,26089,14
子安,7852,14
安善,0,14
安針塚,4807,14
宮ノ下,615,14
宮前平,52527,14
宮山,0,14
宮崎台,50499,14
宿河原,16446,14
富士フイルム前,1343,14
富水,6808,14
寒川,13876,14
小島新田,22453,14
小机,20776,14
小涌谷,530,14
小田原,149351,14
小田急相模原,57597,14
小田栄,0,14
尻手,29774,14
屏風浦,18335,14
山北,0,14
山手,35184,14
岩原,1538,14
岸根公園,11530,14
川和町,8511,14
川崎,429202,14
川崎大師,18050,14
川崎新町,5640,14
市が尾,44373,14
市大医学部,11364,14
希望ヶ丘,35041,14
平沼橋,8768,14
平間,29558,14
幸浦,5748,14
座間,21200,14
弁天橋,0,14
弘明寺,50508,14
弥生台,15123,14
強羅,6279,14
彫刻の森,829,14
恩田,854,14
愛甲石田,54476,14
戸塚,90133,14
戸部,16337,14
扇町,0,14
新丸子,27569,14
新大津,6857,14
新杉田,109540,14
新松田,24088,14
新横浜,205554,14
新百合ヶ丘,128565,14
新羽,21668,14
新芝浦,0,14
新高島,6290,14
日ノ出町,28814,14
日吉,292981,14
日吉本町,16562,14
日本大通り,27335,14
早雲山,4260,14
星川,28829,14
昭和,0,14
本厚木,154698,14
本郷台,37546,14
本鵠沼,13892,14
東山北,0,14
東山田,10874,14
東林間,22101,14
東海大学前,39974,14
東白楽,14781,14
東神奈川,74756,14
東逗子,10140,14
東門前,13016,14
松田,0,14
柳小路,2772,14
柿生,38270,14
栗平,24124,14
栢山,8921,14
根岸,43896,14
桜ヶ丘,20606,14
桜木町,181244,14
梶が谷,39939,14
極楽寺,1878,14
横浜,877664,14
横須賀,10480,14
横須賀中央,67300,14
橋本,231110,14
武蔵中原,70120,14
武蔵小杉,487536,14
武蔵新城,74664,14
武蔵溝ノ口,172692,14
武蔵白石,0,14
汐入,21514,14
江ノ島,10614,14
江田,38024,14
洋光台,40690,14
津久井浜,6432,14
津田山,7642,14
浅野,0,14
浜川崎,0,14
浦賀,20853,14
海の公園南口,1622,14
海の公園柴口,2112,14
海老名,305918,14
海芝浦,0,14
淵野辺,77846,14
渋沢,28021,14
港南中央,19042,14
港南台,64196,14
港町,8133,14
湘南台,170943,14
湘南海岸公園,2025,14
溝の口,214233,14
瀬谷,44738,14
片倉町,23165,14
片瀬江ノ島,21217,14
生田,45765,14
生麦,29882,14
産業振興センター,4660,14
田奈,11241,14
田浦,4556,14
由比ヶ浜,2680,14
番田,0,14
登戸,332813,14
白楽,44994,14
百合ヶ丘,21650,14
相模原,58504,14
相模大塚,14051,14
相模大野,130078,14
相模沼田,2939,14
相模金子,0,14
相武台下,0,14
相武台前,40372,14
県立大学,12424,14
矢向,37972,14
矢部,24790,14
石上,771,14
石川町,65404,14
磯子,40564,14
社家,0,14
神奈川,4872,14
神奈川新町,19682,14
神武寺,7028,14
福浦,4074,14
秦野,42986,14
稲村ヶ崎,4475,14
稲田堤,52840,14
穴部,1356,14
立場,23757,14
箱根板橋,2162,14
箱根湯本,11179,14
綱島,104395,14
緑園都市,25786,14
緑町,513,14
能見台,30831,14
腰越,3047,14
舞岡,5446,14
若葉台,27278,14
菊名,247282,14
蒔田,22560,14
藤が丘,27264,14
藤沢,190721,14
藤沢本町,21970,14
螢田,6246,14
衣笠,17136,14
西横浜,14531,14
西谷,23296,14
読売ランド前,36374,14
谷峨,0,14
足柄,3984,14
踊場,18901,14
追浜,42727,14
逗子,58532,14
逸見,5290,14
都筑ふれあいの丘,21847,14
野島公園,2880,14
金沢八景,74845,14
金沢文庫,70673,14
鈴木町,10389,14
鎌倉,117273,14
鎌倉高校前,4395,14
長後,34945,14
長津田,276606,14
長谷,10136,14
門沢橋,0,14
開成,11414,14
関内,157340,14
阪東橋,21442,14
青葉台,113103,14
風祭,1786,14
飯田岡,1794,14
香川,10930,14
馬堀海岸,9240,14
馬車道,40037,14
高島町,10612,14
高座渋谷,25580,14
高津,32614,14
高田,15898,14
鳥浜,6792,14
鴨居,79370,14
鵠沼,4365,14
鵠沼海岸,20073,14
鶴ヶ峰,57578,14
鶴巻温泉,15126,14
鶴見,162112,14
鶴見小野,0,14
鶴見市場,21325,14
鶴間,30489,14
鷺沼,63543,14
鹿島田,38322,14
黄金町,22958,14
黒川,8582,14
ＹＲＰ野比,18677,14
うらがわら,178,15
くびき,137,15
しんざ,170,15
ほくほく大島,79,15
まつだい,453,15
三川,0,15
上条,0,15
上越国際スキー場前,0,15
上越妙高,1868,15
下条,0,15
二本木,240,15
五十島,0,15
五日町,0,15
五泉,2170,15
佐々木,1772,15
入広瀬,0,15
八色,0,15
六日町,9616,15
内野,5468,15
内野西が丘,0,15
出雲崎,316,15
分水,930,15
刈羽,0,15
北三条,732,15
北五泉,1388,15
北吉田,0,15
北堀之内,0,15
北新井,496,15
十日町,2547,15
南吉田,0,15
南高田,1658,15
吉田,2980,15
名立,180,15
咲花,0,15
土市,0,15
土樽,0,15
坂町,0,15
塩沢,1078,15
大形,2336,15
大池いこいの森,10,15
大沢,0,15
大白川,0,15
妙法寺,0,15
妙高高原,546,15
姫川,6,15
宮内,2006,15
寺尾,4192,15
寺泊,320,15
小出,1702,15
小千谷,2556,15
小島谷,0,15
小木ノ城,0,15
小滝,4,15
小針,5188,15
岩原スキー場前,0,15
岩室,0,15
巻,4682,15
市振,86,15
平岩,6,15
弥彦,424,15
新井,2006,15
新崎,2666,15
新津,0,15
新潟,0,15
新潟大学前,5982,15
新発田,0,15
新関,0,15
日出谷,0,15
早通,2128,15
春日山,1566,15
有間川,22,15
東三条,0,15
東下条,0,15
東新津,0,15
東新潟,3538,15
東柏崎,0,15
柏崎,0,15
柿ノ木,0,15
根知,8,15
桐原,0,15
梶屋敷,90,15
津南,158,15
津川,324,15
浦佐,2914,15
浦本,14,15
燕,1918,15
燕三条,4636,15
犀潟,0,15
猿和田,0,15
白山,10668,15
直江津,3074,15
矢作,0,15
石地,0,15
石打,242,15
礼拝,0,15
筒石,38,15
粟生津,0,15
糸魚川,1306,15
美佐島,4,15
能生,650,15
荒浜,0,15
藪神,0,15
虫川大杉,195,15
西中通,0,15
西山,0,15
西新発田,0,15
西燕,0,15
親不知,30,15
谷浜,40,15
豊実,0,15
豊栄,7356,15
越後下関,172,15
越後中里,0,15
越後堀之内,778,15
越後大島,0,15
越後岩沢,0,15
越後川口,366,15
越後広瀬,0,15
越後曽根,1742,15
越後水沢,0,15
越後湯沢,6208,15
越後滝谷,0,15
越後片貝,0,15
越後田中,0,15
越後田沢,0,15
越後赤塚,0,15
越後金丸,0,15
越後須原,0,15
越後鹿渡,0,15
足滝,0,15
関屋,3762,15
関山,260,15
青山,2064,15
青海,274,15
頸城大野,24,15
馬下,0,15
高田,4602,15
魚沼丘陵,124,15
魚沼中条,0,15
魚沼田中,0,15
鹿瀬,0,15
黒山,0,15
インテック本社前,360,16
